CHMP1B	0.28282150263292477
TCOF1	0.38818291297592866
SPPL3	0.23153595782539266
OPA3	0.15624830984786076
OPA1	0.3046391244161787
ITGA9	0.3562307179668978
ITGA1	0.32072810870292484
ITGA2	0.2722309869584398
ITGA3	0.376058909429782
ITGA4	0.3525613226405461
ITGA5	0.32938614293757834
ITGA6	0.4201767022202632
ITGA7	0.5105536233572058
UFSP2	0.4186254349529651
FAM212B	0.35903335433707767
RAB40AL	0.06139003626151438
SIAH1	0.33206370341443087
FAM212A	0.3258725993001521
CHST9	0.3685548411314296
SIAH2	0.47487088165612157
SIAH3	0.1116283948811458
DDX27	0.3854762149392469
CHST8	0.24126654019770594
PHLPP1	0.41493693685997785
CHST1	0.29299706895515887
EMILIN3	0.36803983428821924
EMILIN2	0.4762205417595001
CHST3	0.6585112110943836
EMILIN1	0.3231125077573574
CHST2	0.634234091810949
CHST7	0.466667230772358
DDX12P	0.4399285880515874
TWSG1	0.17843531214288494
CHST6	0.2798983108467995
ITGAX	0.47831133536663695
P2RX1	0.49248541114929933
ITGAV	0.24943932649209533
ITGAM	0.38999037204326664
P2RX2	0.02418369666272644
ITGAE	0.26055399368267285
P2RX5	0.47053821790583383
IGF2R	0.1741859837943443
P2RX4	0.45592799219308144
SLC36A4	0.3650808028224758
P2RX6	0.20610154563071056
RMDN2	0.4058536263728746
RMDN3	0.38719606614600677
CKS1B	0.5268780635735689
RMDN1	0.45914376461839745
SLC36A1	0.2985486413395328
DENND1C	0.5090857083122526
ARTN	0.3100228745441075
ART3	0.467434978790379
DENND1B	0.19942521542341193
DENND1A	0.2396278687364135
DIS3	0.35909678292954245
ART5	0.294795370461806
RFPL1	0.007473751032976405
BAP1	0.30603227281905837
CADPS2	0.335122775093271
SHARPIN	0.47501017792888317
CRTAP	0.5681328634375917
ZCCHC12	0.18683646035561496
ADPGK	0.30735941028827324
ZCCHC11	0.41097692494586335
CPEB4	0.3223735029098135
ZCCHC17	0.21526146900797008
CPEB1	0.3440467227027467
CPEB2	0.47546826522061647
ZCCHC14	0.3904624722874147
SRBD1	0.2750181091857761
FBXO18	0.4377715205549254
ABAT	0.6247769172972529
CDRT4	0.33596061696120094
POU5F1B	0.16392781695562292
UPK2	0.23373805733499572
FKBP10	0.26585532870585815
CFH	0.4929269405562876
SLC45A4	0.32308400670004345
ANKFY1	0.29579675593677496
CFP	0.4783439243332161
SLC45A1	0.3440254110071875
AAAS	0.3737321794787234
PTGR1	0.21103476726571174
SIDT1	0.5901987406786026
PTGR2	0.43591610640539036
SLC45A2	0.06555382251425168
SIDT2	0.43335939598087386
MTUS1	0.39593411595301703
UFD1	0.35601630656432215
MTUS2	0.19138652765629
AAGAB	0.5638491452931845
IFRD1	0.6129091946116503
C4orf19	0.07778678105030205
CDH26	0.10883416682027007
IFRD2	0.31707844295643245
ALS2CL	0.2965985185757037
ETV3L	0.373101391677209
INTS4P2	0.03394624621958229
IMPAD1	0.3866802019886853
ST20-AS1	0.28016626790290006
FZD10	0.253608411410465
ADARB1	0.33642388232356196
ZNF112	0.30475768989535856
PRKAR2A	0.09060986859564954
CHKA	0.26609495749496526
CHKB	0.1999626144525717
PRKAR2B	0.1914957874258441
MAGT1	0.2129638462387237
BMS1	0.3590377814876104
TMBIM6	0.6188634151685255
MRI1	0.26346608316805165
MAPK1IP1L	0.22940440313649285
DST	0.5590843870822944
S1PR4	0.6921562468469336
DSP	0.17121789520729716
THBD	0.4059457233863025
ITGA2B	0.17378336015825496
DSE	0.46990072794909715
PDAP1	0.3917606984563265
PHACTR4	0.3204838089487742
BCLAF1	0.2870504240204051
PHACTR1	0.183362071350311
SLC22A23	0.4027633674763461
NLGN1	0.4145288828294184
VMP1	0.39523991246459395
SLC22A20	0.2576508380643007
NR1D1	0.1610030755492511
ZNF83	0.21431522744495587
PLPBP	0.5645248428965013
ZNF81	0.10387283583014098
ZNF80	0.5566409065618939
UFSP1	0.23286655015066007
FAM57A	0.3240325602368583
PFN1	0.45668295460773234
PTCH2	0.3683281473482513
CAPZA2	0.18589737935736245
CAPZA1	0.3602626108712169
SCARF2	0.26658941408701875
TIMM44	0.36726910529104406
SCARF1	0.5348360902580165
RAD9B	0.20292134101595175
TRPC4AP	0.2930026818650173
C10orf88	0.1921019847474654
C10orf82	0.4504241371025919
GRIN3A	0.21139104148339277
RAD9A	0.37350008028206616
ERGIC2	0.3892531463919081
ERGIC3	0.22220741894566381
DOCK3	0.17755780013780637
ERGIC1	0.6141241887305828
CPVL	0.4516193011696842
HIST3H2A	0.4282831917908103
RGCC	0.42686998934927517
B3GAT3	0.3053561735308931
LIN7A	0.3868184029961058
B3GAT2	0.11544838888325575
LIN7C	0.2175420822797943
IMMP2L	0.2524299947514626
B3GAT1	0.462273849008203
CALM2	0.2627634864276365
FADD	0.4124214150514918
TTC30A	0.39899270154915734
NFATC1	0.5233730859105116
NFATC2	0.15403196625933416
TTC30B	0.3392170302976371
SPG20	0.5149298164192079
NFATC3	0.4879518244303954
TNFAIP8L3	0.14307884149901887
GSDMA	0.14119056111452838
TNFAIP8L2	0.5432829768282821
TNFAIP8L1	0.15523643212376742
GSDMB	0.20175423589160424
TAS2R20	0.15765156072445546
GSDMD	0.3538783552392683
DLGAP2	0.4909224260123102
AP2B1	0.34262729475928916
GFER	0.4513609136105908
DLGAP3	0.25393315294489394
CYP26B1	0.38897875133843735
DLGAP4	0.2667574394800828
PPP1R14D	0.16992193994920662
CYP27B1	0.22410801157650845
PPP1R14B	0.4293943021099653
OIP5	0.5690172614597018
FBXL19	0.50245966433505
PPP1R14C	0.5849708468045163
PTPN18	0.3261724337257614
LRRFIP2	0.15677101294449122
PPP1R14A	0.41827297335139135
PTPN13	0.2794154023321013
PTPN12	0.216678107617338
SSC5D	0.3177928076373392
PTPN11	0.35036002151285794
FKBP1A	0.28258389564734093
SRRT	0.44140785827684137
PTPN14	0.44875674915034003
PCDH10	0.038107981778520726
PCDH17	0.1407586187311452
LYAR	0.42185617562305655
